session_id,station_id,vehicle_type,connector_type,start_time,duration_minutes,energy_kwh,city,latitude,longitude,temperature_c,is_weekday,hour_of_day,Time of Day,Day of Week,Charging Rate (kW),Energy Consumed (kWh),Charging Duration (hours)
session_262,station_6,Chevy Bolt,Type 2,2025-04-25 23:10:08,53,27.481265435709407,Dallas,28.583754177472457,-79.82732231501424,9.83426948512085,True,8,Afternoon,Tuesday,150,27.481265435709407,0.8833333333333333
session_263,station_12,Tesla Model 3,CCS,2025-04-25 23:10:08,49,79.62385516805307,Houston,30.124359119268142,-95.67514021351278,-3.8757514749535957,False,10,Morning,Saturday,150,79.62385516805307,0.8166666666666667
session_264,station_15,Chevy Bolt,Type 2,2025-04-25 23:10:08,80,16.84475094581968,San Francisco,43.48652696847692,-113.57861137202008,-9.774000295175382,False,14,Evening,Thursday,350,16.84475094581968,1.3333333333333333
session_265,station_19,Ford Mustang Mach-E,CCS,2025-04-25 23:10:08,54,34.33379198387587,San Francisco,47.827878301498096,-72.95729219885897,1.1697759683771878,False,19,Evening,Monday,350,34.33379198387587,0.9
session_266,station_23,Ford Mustang Mach-E,CCS,2025-04-25 23:10:08,44,55.38489400399794,Phoenix,43.56973005189744,-113.02739289550487,32.22388567488489,False,18,Morning,Tuesday,50,55.38489400399794,0.7333333333333333
session_267,station_21,Rivian R1T,Tesla Supercharger,2025-04-25 23:10:08,32,64.75920945960758,Chicago,33.44021711707021,-93.57946116710913,16.63804277273969,False,23,Night,Wednesday,350,64.75920945960758,0.5333333333333333
session_268,station_33,Audi e-tron,CHAdeMO,2025-04-25 23:10:08,21,64.80412837142018,San Francisco,37.74153994729586,-121.27967195573791,31.119912935869998,True,19,Morning,Tuesday,350,64.80412837142018,0.35
session_269,station_31,Chevy Bolt,Type 2,2025-04-25 23:10:08,99,68.53054385521304,San Diego,30.930028936203733,-110.57132111684098,20.254553756054197,False,22,Afternoon,Thursday,150,68.53054385521304,1.65
session_270,station_44,Volkswagen ID.4,Tesla Supercharger,2025-04-25 23:10:08,22,35.031973736989656,Phoenix,26.511444584751665,-122.4399289460597,19.446971506843273,True,19,Afternoon,Saturday,150,35.031973736989656,0.36666666666666664
session_271,station_6,Hyundai Kona Electric,CCS,2025-04-25 23:10:08,79,77.7446996877739,Phoenix,32.39193616146945,-123.34582353757523,3.00036798150054,False,9,Night,Tuesday,50,77.7446996877739,1.3166666666666667
session_272,station_41,Rivian R1T,Type 2,2025-04-25 23:10:08,15,30.41998496108274,San Antonio,44.934113788911056,-115.3398855953379,-3.6833829392267265,True,2,Night,Monday,150,30.41998496108274,0.25
session_273,station_33,Volkswagen ID.4,Type 2,2025-04-25 23:10:08,68,13.037519855690498,New York,38.06886577114407,-103.99858333768456,26.005293737576032,True,9,Afternoon,Thursday,350,13.037519855690498,1.1333333333333333
session_274,station_8,Kia EV6,CCS,2025-04-25 23:10:08,32,38.722752382151974,New York,36.78175990013712,-115.03750134615153,-6.24017006215089,False,12,Morning,Saturday,350,38.722752382151974,0.5333333333333333
session_275,station_44,Chevy Bolt,CCS,2025-04-25 23:10:08,106,37.46110547375627,San Diego,36.895845048994715,-74.81970666437732,0.38944734395753144,False,20,Night,Monday,150,37.46110547375627,1.7666666666666666
session_276,station_44,Rivian R1T,CHAdeMO,2025-04-25 23:10:08,100,23.955637460965303,Philadelphia,25.27703450706649,-118.21905327622116,0.390434622612176,False,16,Evening,Saturday,150,23.955637460965303,1.6666666666666667
session_277,station_36,Rivian R1T,CCS,2025-04-25 23:10:08,59,71.02670614067341,San Diego,34.914508250330506,-117.78108716709083,-7.205357307434025,False,11,Evening,Tuesday,350,71.02670614067341,0.9833333333333333
session_278,station_42,Rivian R1T,CCS,2025-04-25 23:10:08,25,55.107471501402436,Dallas,30.41863523641834,-101.49383044763799,-5.217885957055689,True,13,Afternoon,Saturday,350,55.107471501402436,0.4166666666666667
session_279,station_6,Nissan Leaf,CCS,2025-04-25 23:10:08,55,76.63113697978915,Los Angeles,39.39697186710613,-93.91587795333643,-0.43785480435671786,True,1,Afternoon,Monday,150,76.63113697978915,0.9166666666666666
session_280,station_19,Chevy Bolt,Tesla Supercharger,2025-04-25 23:10:08,102,53.40215159495877,New York,38.418824754860445,-83.08122607550126,22.17173164941346,True,6,Evening,Wednesday,50,53.40215159495877,1.7
session_281,station_1,Kia EV6,Type 2,2025-04-25 23:10:08,82,49.2570640055364,Los Angeles,31.10173722587313,-113.8885973884011,23.244943392705295,False,17,Afternoon,Monday,150,49.2570640055364,1.3666666666666667
session_282,station_34,Audi e-tron,CHAdeMO,2025-04-25 23:10:08,58,74.60837160637317,San Francisco,31.854675490143812,-102.99970327777244,-1.2790579161337057,False,22,Night,Saturday,50,74.60837160637317,0.9666666666666667
session_283,station_31,Hyundai Kona Electric,CHAdeMO,2025-04-25 23:10:08,24,68.16053063145924,San Antonio,30.033184974185353,-111.00649429261082,24.570806320742953,False,11,Evening,Monday,150,68.16053063145924,0.4
session_284,station_33,Tesla Model Y,Type 2,2025-04-25 23:10:08,58,72.57686520051271,Phoenix,34.062883123636006,-102.88702507173659,5.4503120690154105,True,15,Night,Thursday,150,72.57686520051271,0.9666666666666667
session_285,station_11,Rivian R1T,CCS,2025-04-25 23:10:08,66,79.04293570892985,Philadelphia,47.44893893026748,-98.10982403423806,-5.443241834561544,False,17,Evening,Monday,350,79.04293570892985,1.1
session_286,station_43,Kia EV6,CHAdeMO,2025-04-25 23:10:08,118,68.05551004863709,Houston,27.759662225204465,-75.38686433463764,21.31806513490611,False,4,Morning,Monday,350,68.05551004863709,1.9666666666666666
session_287,station_22,Ford Mustang Mach-E,CHAdeMO,2025-04-25 23:10:08,106,18.571855536729736,Chicago,46.1921001810355,-73.7256409453181,9.042435637734098,True,4,Afternoon,Wednesday,150,18.571855536729736,1.7666666666666666
session_288,station_12,Audi e-tron,CCS,2025-04-25 23:10:08,76,49.14046916058911,San Diego,26.82116194015901,-120.82065068107018,-1.6015459113368724,False,2,Afternoon,Friday,50,49.14046916058911,1.2666666666666666
session_289,station_46,Kia EV6,CHAdeMO,2025-04-25 23:10:08,114,78.48881923638913,Philadelphia,47.436192686506075,-92.22847438062902,12.14471160165942,False,1,Afternoon,Sunday,50,78.48881923638913,1.9
session_290,station_36,Chevy Bolt,CHAdeMO,2025-04-25 23:10:08,77,38.03041517652245,San Antonio,44.209107407879344,-119.04680308850509,-3.982600005064196,True,21,Morning,Thursday,50,38.03041517652245,1.2833333333333334
session_291,station_27,Volkswagen ID.4,Type 2,2025-04-25 23:10:08,20,67.42491699567364,Philadelphia,34.05029828868353,-123.96934867750186,-4.7928673467300715,True,9,Evening,Saturday,150,67.42491699567364,0.3333333333333333
session_292,station_36,Audi e-tron,Type 2,2025-04-25 23:10:08,110,46.0483530265942,Houston,33.24935442560519,-124.48874381316809,17.605987387101827,True,10,Afternoon,Saturday,350,46.0483530265942,1.8333333333333333
session_293,station_27,Ford Mustang Mach-E,CHAdeMO,2025-04-25 23:10:08,94,46.79684552587756,Houston,30.820749383004998,-71.17851709253597,14.251853153698224,False,4,Evening,Wednesday,150,46.79684552587756,1.5666666666666667
session_294,station_20,Chevy Bolt,Type 2,2025-04-25 23:10:08,68,64.16913736392095,Dallas,40.67150651167262,-124.09692857237111,17.820856996053873,False,18,Evening,Thursday,150,64.16913736392095,1.1333333333333333
session_295,station_9,Hyundai Kona Electric,Tesla Supercharger,2025-04-25 23:10:08,100,50.170808166120175,Los Angeles,32.41226228184286,-88.64653872259385,27.978102040565773,False,19,Evening,Thursday,350,50.170808166120175,1.6666666666666667
session_296,station_10,Tesla Model 3,Type 2,2025-04-25 23:10:08,25,52.56942923418316,Los Angeles,32.563245520867156,-108.81816453345671,19.570217105372674,True,1,Afternoon,Saturday,150,52.56942923418316,0.4166666666666667
session_297,station_45,Rivian R1T,Tesla Supercharger,2025-04-25 23:10:08,59,15.771256492068952,San Francisco,47.20170306326193,-102.89128915461384,15.693749657186043,False,4,Morning,Sunday,350,15.771256492068952,0.9833333333333333
session_298,station_30,Hyundai Kona Electric,Tesla Supercharger,2025-04-25 23:10:08,48,35.70051173912227,New York,37.29283454162944,-111.28978413458422,-6.111875329060622,False,1,Night,Thursday,350,35.70051173912227,0.8
session_299,station_43,Audi e-tron,Tesla Supercharger,2025-04-25 23:10:08,118,24.097657348842528,San Diego,26.16696532892137,-74.20020722352652,26.865089432657285,False,8,Evening,Saturday,150,24.097657348842528,1.9666666666666666
session_300,station_25,Tesla Model Y,CHAdeMO,2025-04-25 23:10:08,77,40.852144531592046,Los Angeles,46.388936287227565,-78.4149994440908,6.330720079773943,False,16,Morning,Saturday,150,40.852144531592046,1.2833333333333334
session_301,station_40,Chevy Bolt,Type 2,2025-04-25 23:10:08,117,37.278635258308256,Los Angeles,44.86364067238665,-79.55809947939196,-4.406300767332268,True,4,Night,Sunday,350,37.278635258308256,1.95
session_302,station_9,Tesla Model Y,CCS,2025-04-25 23:10:08,103,45.71592747719408,Phoenix,37.20571532363285,-118.35818861069424,-0.5732197500060394,False,1,Afternoon,Wednesday,350,45.71592747719408,1.7166666666666666
session_303,station_39,Chevy Bolt,Type 2,2025-04-25 23:10:08,26,15.29596014720616,Dallas,39.87828554739954,-115.21393735169195,34.949140074434155,True,19,Evening,Sunday,350,15.29596014720616,0.43333333333333335
session_304,station_28,Ford Mustang Mach-E,CHAdeMO,2025-04-25 23:10:08,100,79.08165300933652,Phoenix,41.772420694157134,-89.08912929352161,23.5606778551523,True,13,Afternoon,Thursday,150,79.08165300933652,1.6666666666666667
session_305,station_33,Ford Mustang Mach-E,Tesla Supercharger,2025-04-25 23:10:08,97,26.7469999038388,Chicago,45.35070387548602,-111.232262436926,0.3339922074398718,True,15,Night,Monday,50,26.7469999038388,1.6166666666666667
session_306,station_15,Volkswagen ID.4,Type 2,2025-04-25 23:10:08,115,30.995742497504143,San Francisco,35.78184479048434,-113.17161715657602,30.814324862515946,True,18,Morning,Monday,150,30.995742497504143,1.9166666666666667
session_307,station_16,Tesla Model 3,CHAdeMO,2025-04-25 23:10:08,20,54.89733141816162,Dallas,42.35828658702703,-77.67653258534195,17.094355033306822,True,19,Evening,Monday,50,54.89733141816162,0.3333333333333333
session_308,station_1,Chevy Bolt,Type 2,2025-04-25 23:10:08,82,56.532550093637674,Los Angeles,43.32178250975599,-96.57644563960908,34.39781909147999,False,11,Night,Monday,150,56.532550093637674,1.3666666666666667
session_309,station_24,Tesla Model 3,Tesla Supercharger,2025-04-25 23:10:08,117,61.32827498001971,Phoenix,47.018783268712525,-101.73837629122565,-8.154598695680283,False,10,Morning,Saturday,350,61.32827498001971,1.95
session_310,station_14,Tesla Model 3,Tesla Supercharger,2025-04-25 23:10:08,98,42.93518453871637,Los Angeles,25.09616382954079,-74.24851927476747,-5.996291732908748,True,10,Afternoon,Saturday,350,42.93518453871637,1.6333333333333333
session_311,station_12,Chevy Bolt,CCS,2025-04-25 23:10:08,84,51.140483736299714,Philadelphia,27.859378434160963,-73.33596757845382,23.360187488302877,False,13,Evening,Wednesday,150,51.140483736299714,1.4
session_312,station_1,Volkswagen ID.4,Tesla Supercharger,2025-04-25 23:10:08,118,50.74308827055512,Philadelphia,44.31246197281304,-104.68010554987308,-8.628850485753343,False,12,Afternoon,Saturday,50,50.74308827055512,1.9666666666666666
session_313,station_29,Audi e-tron,CCS,2025-04-25 23:10:08,60,23.559101943399703,Dallas,38.32470527151156,-110.7988006950959,-9.287522643133002,True,5,Morning,Friday,350,23.559101943399703,1.0
session_314,station_1,Kia EV6,CCS,2025-04-25 23:10:08,36,15.545235257692656,Philadelphia,40.19016203922244,-106.74734890533462,11.096852207206584,False,12,Afternoon,Saturday,50,15.545235257692656,0.6
session_315,station_48,Volkswagen ID.4,Tesla Supercharger,2025-04-25 23:10:08,29,34.202816520163935,Los Angeles,41.15723696488029,-78.35547956107497,12.412350143760744,True,13,Evening,Sunday,150,34.202816520163935,0.48333333333333334
session_316,station_15,Volkswagen ID.4,CCS,2025-04-25 23:10:08,34,47.70024730216914,San Antonio,36.416414097362846,-72.92398229413318,28.66606985415789,False,9,Evening,Sunday,50,47.70024730216914,0.5666666666666667
session_317,station_30,Volkswagen ID.4,Tesla Supercharger,2025-04-25 23:10:08,97,51.05728048806671,Dallas,30.78939392594446,-97.10512172973336,27.401529844038315,False,5,Night,Friday,150,51.05728048806671,1.6166666666666667
session_318,station_47,Chevy Bolt,Type 2,2025-04-25 23:10:08,76,22.323111250256098,San Antonio,26.877068324562742,-82.604781388725,11.2789400876031,True,1,Night,Thursday,50,22.323111250256098,1.2666666666666666
session_319,station_30,Ford Mustang Mach-E,Tesla Supercharger,2025-04-25 23:10:08,96,30.407253428759603,Philadelphia,31.17202240511309,-104.16175751582117,0.3498694824858184,False,8,Night,Monday,350,30.407253428759603,1.6
session_320,station_27,Kia EV6,CHAdeMO,2025-04-25 23:10:08,74,17.537256367024888,San Francisco,37.0751712865728,-113.82998048350991,-9.942189133491947,True,13,Evening,Saturday,150,17.537256367024888,1.2333333333333334
session_321,station_16,Volkswagen ID.4,Type 2,2025-04-25 23:10:08,50,11.369249780748817,New York,41.363291524949176,-97.77129181777569,31.6822540459577,True,7,Evening,Friday,150,11.369249780748817,0.8333333333333334
session_322,station_45,Hyundai Kona Electric,CCS,2025-04-25 23:10:08,79,23.80836734252584,Dallas,28.320422670693997,-98.22386663488517,9.574515842992987,False,3,Night,Wednesday,50,23.80836734252584,1.3166666666666667
session_323,station_36,Kia EV6,CCS,2025-04-25 23:10:08,54,21.149794785032398,Houston,28.811385639675503,-76.77833052068975,6.080968733691922,False,18,Night,Monday,50,21.149794785032398,0.9
session_324,station_6,Chevy Bolt,CCS,2025-04-25 23:10:08,44,34.184430568697934,San Antonio,47.79293115387911,-116.35821386964533,31.794669202780177,True,15,Morning,Thursday,350,34.184430568697934,0.7333333333333333
session_325,station_10,Kia EV6,CCS,2025-04-25 23:10:08,23,57.00495904931683,Los Angeles,32.51373229600574,-99.04113143433231,18.254685767979282,True,23,Morning,Thursday,50,57.00495904931683,0.38333333333333336
session_326,station_21,Rivian R1T,Type 2,2025-04-25 23:10:08,83,34.53989169224415,Chicago,42.73383717697712,-104.33440021655018,1.0739464400638603,True,12,Afternoon,Thursday,350,34.53989169224415,1.3833333333333333
session_327,station_35,Audi e-tron,CCS,2025-04-25 23:10:08,96,39.21731085236238,Los Angeles,43.80267775066288,-73.41777923486279,-2.691480747418388,False,9,Afternoon,Sunday,150,39.21731085236238,1.6
session_328,station_32,Rivian R1T,CHAdeMO,2025-04-25 23:10:08,75,34.510308354015535,San Diego,41.297145314081135,-97.40773364553465,11.984426101010271,True,2,Evening,Sunday,150,34.510308354015535,1.25
session_329,station_40,Tesla Model Y,CCS,2025-04-25 23:10:08,119,24.425694053641912,Philadelphia,42.0173393484921,-116.60028141060249,-3.885107590913506,True,5,Morning,Friday,350,24.425694053641912,1.9833333333333334
session_330,station_21,Audi e-tron,CHAdeMO,2025-04-25 23:10:08,88,43.48442147385173,Houston,38.55402873922493,-87.30294107340048,17.563268133515784,False,5,Evening,Friday,50,43.48442147385173,1.4666666666666666
session_331,station_34,Hyundai Kona Electric,Type 2,2025-04-25 23:10:08,69,54.85556443313442,Los Angeles,44.68541336796164,-94.69379215080465,16.95267024880866,False,10,Morning,Monday,350,54.85556443313442,1.15
session_332,station_28,Volkswagen ID.4,Type 2,2025-04-25 23:10:08,83,24.394480695903646,San Antonio,27.00375470178194,-74.56152252592344,1.013839554886932,True,11,Afternoon,Monday,150,24.394480695903646,1.3833333333333333
session_333,station_29,Chevy Bolt,CCS,2025-04-25 23:10:08,19,66.18272381253904,Dallas,40.18950612430817,-74.07516135812419,34.66131940156611,True,8,Morning,Saturday,150,66.18272381253904,0.31666666666666665
session_334,station_29,Nissan Leaf,Tesla Supercharger,2025-04-25 23:10:08,101,49.91616488889157,San Antonio,45.9458589737155,-79.20383244022472,5.667408785729437,False,2,Afternoon,Sunday,350,49.91616488889157,1.6833333333333333
session_335,station_12,Tesla Model 3,Tesla Supercharger,2025-04-25 23:10:08,28,18.535953109100184,San Antonio,42.945167386053996,-79.1882461111772,19.237502931663006,True,19,Evening,Friday,50,18.535953109100184,0.4666666666666667
session_336,station_15,Audi e-tron,CHAdeMO,2025-04-25 23:10:08,101,78.16382451412977,Philadelphia,26.276705496911713,-84.08506893323855,-0.47545723026255615,False,18,Afternoon,Saturday,50,78.16382451412977,1.6833333333333333
session_337,station_13,Tesla Model Y,Tesla Supercharger,2025-04-25 23:10:08,40,48.39964017092468,Chicago,34.4044614901063,-74.7852471586248,-7.117862675281623,True,15,Night,Sunday,150,48.39964017092468,0.6666666666666666
session_338,station_4,Ford Mustang Mach-E,CHAdeMO,2025-04-25 23:10:08,96,28.37962206661363,Houston,39.56937115220916,-70.37768540526581,34.427560775330576,True,10,Morning,Tuesday,150,28.37962206661363,1.6
session_339,station_44,Nissan Leaf,Type 2,2025-04-25 23:10:08,39,78.02336323520332,New York,38.72084543407104,-104.27444562855334,-8.378145048780981,True,11,Evening,Tuesday,150,78.02336323520332,0.65
session_340,station_34,Kia EV6,CCS,2025-04-25 23:10:08,21,50.571022302383675,Chicago,39.80578755007065,-102.35832503789312,12.945773579624785,False,18,Morning,Monday,350,50.571022302383675,0.35
session_341,station_4,Hyundai Kona Electric,CHAdeMO,2025-04-25 23:10:08,51,72.7562066080531,San Francisco,37.62647554753225,-112.22479718391465,3.4130218254360205,True,3,Morning,Tuesday,50,72.7562066080531,0.85
session_342,station_46,Volkswagen ID.4,Type 2,2025-04-25 23:10:08,55,20.174939595323302,Phoenix,42.988155366486026,-84.4924281019577,20.258667219245737,False,16,Evening,Friday,50,20.174939595323302,0.9166666666666666
session_343,station_39,Nissan Leaf,CCS,2025-04-25 23:10:08,89,33.84716252017774,Phoenix,45.52923130930095,-72.22154698805178,27.64577369491743,False,4,Afternoon,Sunday,50,33.84716252017774,1.4833333333333334
session_344,station_29,Nissan Leaf,Type 2,2025-04-25 23:10:08,65,65.05986854787827,Houston,27.974497587064924,-87.66143118546347,30.14643338749562,True,11,Evening,Monday,350,65.05986854787827,1.0833333333333333
session_345,station_11,Tesla Model 3,CCS,2025-04-25 23:10:08,115,78.66599028265298,San Francisco,28.954309658193136,-86.19083350638725,19.254809653781738,False,12,Afternoon,Wednesday,50,78.66599028265298,1.9166666666666667
session_346,station_37,Hyundai Kona Electric,CCS,2025-04-25 23:10:08,106,75.381245672013,Chicago,47.30636806534321,-111.59303311903071,-5.443628996720696,False,19,Night,Saturday,350,75.381245672013,1.7666666666666666
session_347,station_41,Volkswagen ID.4,CCS,2025-04-25 23:10:08,82,29.484928090387577,New York,29.80861560514708,-110.89279893064949,24.522303055300767,True,9,Morning,Friday,150,29.484928090387577,1.3666666666666667
session_348,station_48,Rivian R1T,CCS,2025-04-25 23:10:08,33,11.853188953352255,San Francisco,34.36408082188062,-114.92526532781689,18.43551423322512,False,23,Evening,Friday,150,11.853188953352255,0.55
session_349,station_2,Rivian R1T,Type 2,2025-04-25 23:10:08,95,73.59883372369363,Houston,35.46446460123537,-119.66827644321098,8.846463975282234,False,6,Morning,Wednesday,350,73.59883372369363,1.5833333333333333
session_350,station_8,Volkswagen ID.4,CHAdeMO,2025-04-25 23:10:08,58,26.44940990246022,Phoenix,40.93588763166747,-82.11307077211342,3.575276229403965,True,7,Night,Thursday,50,26.44940990246022,0.9666666666666667
session_351,station_9,Tesla Model 3,Tesla Supercharger,2025-04-25 23:10:08,37,55.58803332145616,Philadelphia,46.52815452058735,-124.74574176063655,23.237117670869765,False,22,Afternoon,Monday,350,55.58803332145616,0.6166666666666667
session_352,station_1,Audi e-tron,Type 2,2025-04-25 23:10:08,20,28.96527018950785,Dallas,39.996643907812526,-97.92907159832033,18.74453395602901,False,17,Afternoon,Tuesday,350,28.96527018950785,0.3333333333333333
session_353,station_10,Nissan Leaf,Tesla Supercharger,2025-04-25 23:10:08,119,21.04988829077891,Houston,47.56979733269121,-77.09611391778844,30.17145814653017,True,11,Morning,Friday,150,21.04988829077891,1.9833333333333334
session_354,station_6,Ford Mustang Mach-E,CHAdeMO,2025-04-25 23:10:08,45,35.75309166106172,Houston,28.255964581987083,-98.06710609450525,27.33556190793084,True,8,Evening,Friday,350,35.75309166106172,0.75
session_355,station_7,Tesla Model Y,Type 2,2025-04-25 23:10:08,108,77.6568136775935,Chicago,27.844006464876546,-110.9748060939759,5.747419668906291,True,0,Evening,Tuesday,150,77.6568136775935,1.8
session_356,station_5,Kia EV6,CHAdeMO,2025-04-25 23:10:08,22,73.13590523969026,Los Angeles,46.08798208233219,-110.51563781760271,19.55237047344035,False,12,Afternoon,Thursday,350,73.13590523969026,0.36666666666666664
session_357,station_16,Audi e-tron,CHAdeMO,2025-04-25 23:10:08,28,51.07075058554322,Los Angeles,32.08099999635239,-114.75111469470633,19.618824704776365,False,9,Afternoon,Sunday,350,51.07075058554322,0.4666666666666667
session_358,station_31,Nissan Leaf,Tesla Supercharger,2025-04-25 23:10:08,69,14.824561932007427,Phoenix,31.683480188111922,-96.49576625419697,4.428027840838311,False,6,Evening,Wednesday,150,14.824561932007427,1.15
session_359,station_35,Rivian R1T,CHAdeMO,2025-04-25 23:10:08,16,76.07916273554656,Dallas,47.20479425970921,-88.28346180133789,28.617543339139928,True,9,Evening,Sunday,150,76.07916273554656,0.26666666666666666
session_360,station_13,Rivian R1T,Type 2,2025-04-25 23:10:08,75,34.90672222822657,Dallas,37.035570788706494,-85.1999620110256,-8.419126165176095,True,14,Morning,Thursday,350,34.90672222822657,1.25
session_361,station_36,Hyundai Kona Electric,Tesla Supercharger,2025-04-25 23:10:08,104,53.52668055566779,Philadelphia,40.121814389653906,-123.743826517529,9.407344901535552,False,0,Evening,Sunday,50,53.52668055566779,1.7333333333333334
session_362,station_3,Rivian R1T,CCS,2025-04-25 23:10:08,39,67.89122696469433,Dallas,43.72343406438494,-77.86153826173974,29.136412956230238,False,18,Night,Monday,50,67.89122696469433,0.65
session_363,station_19,Ford Mustang Mach-E,CHAdeMO,2025-04-25 23:10:08,115,29.748671073557958,Philadelphia,36.0725326703129,-116.30414681854353,21.427049225910768,False,12,Morning,Tuesday,350,29.748671073557958,1.9166666666666667
session_364,station_15,Kia EV6,CHAdeMO,2025-04-25 23:10:08,43,19.33587927992235,Los Angeles,25.310851501788964,-75.64661006292694,-2.2327632863389386,True,16,Night,Monday,50,19.33587927992235,0.7166666666666667
session_365,station_5,Rivian R1T,CCS,2025-04-25 23:10:08,56,13.184591935471357,Los Angeles,41.46040148297276,-88.61389163977393,25.831346250230105,True,13,Morning,Monday,150,13.184591935471357,0.9333333333333333
session_366,station_40,Rivian R1T,Tesla Supercharger,2025-04-25 23:10:08,103,56.70749886048708,San Antonio,44.96980873741805,-95.6140823791978,23.008390887521273,True,13,Morning,Saturday,50,56.70749886048708,1.7166666666666666
session_367,station_43,Hyundai Kona Electric,Tesla Supercharger,2025-04-25 23:10:08,17,63.514984604563196,San Francisco,35.02919605683639,-80.38279626176316,-1.303607917056528,False,18,Evening,Tuesday,150,63.514984604563196,0.2833333333333333
session_368,station_7,Audi e-tron,CHAdeMO,2025-04-25 23:10:08,77,76.1625899398557,Philadelphia,33.81333556589604,-91.93106587459403,2.389942991376712,False,13,Night,Tuesday,350,76.1625899398557,1.2833333333333334
session_369,station_13,Rivian R1T,Type 2,2025-04-25 23:10:08,82,28.161120233911216,Philadelphia,41.69106856339571,-120.78311955195319,31.66900870504874,False,10,Night,Thursday,350,28.161120233911216,1.3666666666666667
session_370,station_7,Nissan Leaf,Tesla Supercharger,2025-04-25 23:10:08,85,72.85045102055511,Dallas,47.292643761034284,-77.63428712063876,28.909975688049983,False,18,Night,Friday,150,72.85045102055511,1.4166666666666667
session_371,station_22,Kia EV6,CCS,2025-04-25 23:10:08,88,29.09548040175278,Chicago,34.48706981876852,-109.57543507562433,30.96766969688717,False,0,Evening,Friday,350,29.09548040175278,1.4666666666666666
session_372,station_35,Nissan Leaf,Type 2,2025-04-25 23:10:08,97,20.56066378518443,San Antonio,39.756940830981236,-87.65583333760492,-8.891220306008245,False,13,Afternoon,Monday,350,20.56066378518443,1.6166666666666667
session_373,station_39,Chevy Bolt,Type 2,2025-04-25 23:10:08,80,68.27948368743463,Los Angeles,30.743822630186735,-94.79874010089821,14.816187628418547,False,4,Night,Tuesday,50,68.27948368743463,1.3333333333333333
session_374,station_50,Volkswagen ID.4,Tesla Supercharger,2025-04-25 23:10:08,101,43.15653840732902,San Francisco,31.78689320567655,-113.85586334559108,20.38224451189709,False,2,Afternoon,Monday,50,43.15653840732902,1.6833333333333333
session_375,station_35,Tesla Model 3,Tesla Supercharger,2025-04-25 23:10:08,77,20.07690491580624,San Diego,33.87077028183043,-74.49011832662485,6.163733603302308,True,11,Evening,Thursday,50,20.07690491580624,1.2833333333333334
session_376,station_41,Tesla Model Y,Tesla Supercharger,2025-04-25 23:10:08,86,43.30485205462954,New York,37.18784898499631,-118.31141804332475,12.296940971167878,False,5,Afternoon,Saturday,150,43.30485205462954,1.4333333333333333
session_377,station_39,Hyundai Kona Electric,Tesla Supercharger,2025-04-25 23:10:08,65,22.16776252505604,San Francisco,25.946875871064336,-108.37491805461897,13.670156993766462,False,18,Evening,Tuesday,350,22.16776252505604,1.0833333333333333
session_378,station_4,Nissan Leaf,Type 2,2025-04-25 23:10:08,28,25.94310856450605,Dallas,38.71935156540779,-71.89904405312387,26.744414580000672,False,12,Afternoon,Thursday,150,25.94310856450605,0.4666666666666667
session_379,station_25,Tesla Model 3,Tesla Supercharger,2025-04-25 23:10:08,78,45.708666681155364,Phoenix,45.60306923991614,-120.64613691232256,33.8632011529867,True,2,Evening,Saturday,350,45.708666681155364,1.3
session_380,station_9,Tesla Model Y,Type 2,2025-04-25 23:10:08,95,43.13212709240364,Philadelphia,38.37706880058019,-80.33278411443781,25.630180720551465,False,8,Afternoon,Monday,50,43.13212709240364,1.5833333333333333
session_381,station_31,Volkswagen ID.4,Type 2,2025-04-25 23:10:08,37,19.206096857287964,San Diego,41.281494742167624,-98.44671201198808,14.579831662718966,True,12,Morning,Sunday,350,19.206096857287964,0.6166666666666667
session_382,station_13,Ford Mustang Mach-E,CCS,2025-04-25 23:10:08,76,69.01548365329435,Houston,25.50125494541353,-115.85740536584586,14.074889659487855,True,10,Afternoon,Thursday,50,69.01548365329435,1.2666666666666666
session_383,station_43,Nissan Leaf,CCS,2025-04-25 23:10:08,24,30.605286084620687,Chicago,42.46801434995645,-97.07868612837511,33.40894251944347,False,11,Evening,Sunday,150,30.605286084620687,0.4
session_384,station_25,Tesla Model 3,CCS,2025-04-25 23:10:08,62,76.92591324493964,San Antonio,37.77838350206086,-99.07176128144415,5.036766855312173,True,19,Evening,Thursday,350,76.92591324493964,1.0333333333333334
session_385,station_34,Nissan Leaf,CCS,2025-04-25 23:10:08,19,49.87550730155476,San Diego,25.490048377310817,-124.07322505982562,-4.395911166081716,False,11,Morning,Tuesday,50,49.87550730155476,0.31666666666666665
session_386,station_2,Audi e-tron,CHAdeMO,2025-04-25 23:10:08,41,25.91012318371411,Chicago,40.2895930963646,-89.00591854973356,-5.371913899066389,True,21,Morning,Monday,150,25.91012318371411,0.6833333333333333
session_387,station_17,Ford Mustang Mach-E,Type 2,2025-04-25 23:10:08,35,79.6052568603293,San Diego,37.37240073235359,-76.69896358767787,23.491163149532973,False,13,Night,Wednesday,150,79.6052568603293,0.5833333333333334
session_388,station_8,Audi e-tron,CCS,2025-04-25 23:10:08,72,25.49851270180737,Dallas,41.25719220412593,-101.30927550621135,16.301200165612226,True,23,Evening,Tuesday,350,25.49851270180737,1.2
